Age,Height,Weight,Income,CreditScore,Gender,Education,MaritalStatus,Occupation,SignUpDate,LastLoginTime,Location,IsSubscribed,HasHealthInsurance
35.81292114751914,174.85120020181412,40.0,20000.0,759.2742490602145,Female,Bachelor's,Married,Artist,2022-01-24,2024-01-01 00:00:00,Phoenix,True,True
38.296977710600906,144.47249855214258,112.07463946561738,20000.0,697.7995915146935,Female,Bachelor's,Single,Business,2022-01-26,2024-01-01 04:00:00,San Antonio,False,True
33.03507657665167,154.940140835067,40.0,200000.0,703.8953717624071,Female,Master's,Married,Business,2022-02-03,2024-01-01 07:00:00,New York,True,True
18.0,165.78954489990335,40.0,200000.0,698.5448828909525,Male,Bachelor's,Single,Business,2022-02-07,2024-01-03 00:00:00,Houston,True,True
35.78143266205099,169.68596370540413,103.52994975492487,200000.0,610.1738034277761,Male,Master's,Married,Business,2022-02-17,2024-01-03 01:00:00,Houston,False,True
34.285392149132996,158.27827832632903,40.0,20000.0,714.3951677441115,Male,High School,Single,Doctor,2022-02-26,2024-01-04 16:00:00,San Diego,True,True
32.206935964484416,172.36072928417818,150.0,20000.0,654.9436663243528,Male,Other,Divorced,Engineer,2022-03-10,2024-01-05 23:00:00,Los Angeles,True,True
28.503412940683006,140.0,40.0,200000.0,704.4559482181559,Non-binary,Bachelor's,Single,Teacher,2022-03-18,2024-01-06 09:00:00,New York,True,True
43.135655709909024,172.28732813877093,40.0,200000.0,668.354642614028,Female,Bachelor's,Single,Teacher,2022-03-28,2024-01-06 14:00:00,San Antonio,True,True
18.0,181.513818081196,150.0,200000.0,831.1770060023327,Male,Master's,Single,Business,2022-03-29,2024-01-06 20:00:00,San Jose,False,True
23.83057010638825,164.28905108134558,40.0,200000.0,726.2190324681428,Male,High School,Single,Business,2022-03-31,2024-01-07 01:00:00,Dallas,True,True
42.075424318458644,162.98806694849875,40.0,200000.0,719.9715267210062,Male,Master's,Single,Engineer,2022-04-15,2024-01-07 16:00:00,Phoenix,True,True
41.3009858890892,157.08531389619176,150.0,20000.0,725.6673250096044,Female,Bachelor's,Married,Doctor,2022-04-21,2024-01-08 07:00:00,San Jose,False,True
35.94560404185038,181.84744349948633,150.0,20000.0,657.7414989106788,Male,Bachelor's,Married,Business,2022-04-24,2024-01-09 02:00:00,Chicago,True,True
18.0,186.80071571982538,40.0,200000.0,749.8296580373058,Male,High School,Single,Doctor,2022-04-26,2024-01-09 04:00:00,New York,True,True
37.22636901779151,156.40015383511454,40.0,200000.0,678.0782289675968,Female,High School,Single,Engineer,2022-04-28,2024-01-09 10:00:00,San Jose,False,True
21.14655709065829,163.2034913290147,150.0,200000.0,793.2056585481918,Female,PhD,Married,Business,2022-04-30,2024-01-09 18:00:00,San Diego,False,True
27.491102895083074,189.2122884611073,150.0,20000.0,722.7077382490386,Female,High School,Married,Engineer,2022-05-04,2024-01-10 09:00:00,San Antonio,False,True
38.943980552316454,149.45339053023835,150.0,20000.0,686.5911153171148,Male,High School,Married,Student,2022-05-06,2024-01-10 14:00:00,Phoenix,False,False
18.308073090679958,154.01132281099987,150.0,20000.0,729.5857578557053,Male,Bachelor's,Single,Retired,2022-05-09,2024-01-10 18:00:00,New York,True,True
24.8776365934936,149.14173745387012,150.0,20000.0,757.2824811269521,Female,Master's,Divorced,Student,2022-05-18,2024-01-12 12:00:00,Philadelphia,False,True
26.084376732211904,148.80142261373686,40.0,20000.0,722.1836691012592,Non-binary,Bachelor's,Married,Doctor,2022-05-23,2024-01-13 03:00:00,Los Angeles,False,True
25.963591794480497,154.12854106449197,40.0,200000.0,714.3029230968891,Male,Bachelor's,Single,Doctor,2022-05-29,2024-01-13 23:00:00,Chicago,True,True
21.011831637299338,167.96302227905792,40.0,200000.0,716.6429689973702,Male,Bachelor's,Married,Engineer,2022-05-31,2024-01-14 11:00:00,New York,True,True
18.0,179.18366672661884,40.0,200000.0,743.7771351920073,Female,Bachelor's,Single,Teacher,2022-06-02,2024-01-14 19:00:00,Houston,True,True
45.666994600171215,184.66691444763956,150.0,200000.0,699.8294590712268,Male,High School,Single,Engineer,2022-06-06,2024-01-15 00:00:00,San Antonio,True,True
19.961997984928423,173.7390520369455,40.0,200000.0,637.6769028384172,Male,Bachelor's,Married,Business,2022-06-10,2024-01-15 14:00:00,Chicago,True,True
25.78798499254909,159.23189510788333,150.0,20000.0,687.4612638766091,Female,Master's,Single,Student,2022-06-13,2024-01-16 14:00:00,Philadelphia,True,True
